normal,7772137.103
normal,7771665.907
snmpguess,7772127.244
normal,7769632.045
normal,7771888.911
normal,7772109.154
neptune,7772169.654
normal,7771584.634
back,7717005.292
normal,7771572.476
neptune,7772169.653
normal,7772114.56
normal,7771811.485
normal,7772108.679
mscan,7772169.652
warezmaster,7772157.817
normal,7762942.887
neptune,7772169.655
pod,7770709.897
apache2,7772169.656
normal,7772109.173
apache2,7715004.083
mscan,7772169.653
normal,7770755.938
normal,7772119.008
apache2,7772169.656
neptune,7772169.653
neptune,7772169.653
normal,7771713.08
warezmaster,7771909.111
neptune,7772169.655
neptune,7772169.655
normal,7771722.752
normal,7770635.449
normal,7770422.716
guess_passwd,7772126.706
normal,7771329.417
neptune,7772169.654
satan,7772169.669
mscan,7772169.653
normal,7771193.972
warezmaster,7771909.111
normal,7769834.629
normal,7771060.173
warezmaster,7772157.816
normal,7771327.557
neptune,7772169.655
neptune,7772169.656
neptune,7772169.657
guess_passwd,7772118.132
normal,7772119.005
normal,7771450.262
ipsweep,7772151.899
neptune,7772169.655
normal,7771741.544
neptune,7772169.655
portsweep,7772169.651
neptune,7772169.653
normal,7772109.335
mscan,7772169.652
normal,7769252.736
neptune,7772169.653
neptune,7772169.655
normal,7772115.88
warezmaster,7492576.208
warezmaster,7772157.817
mscan,7772169.652
neptune,7772169.657
normal,7771859.528
warezmaster,7771915.688
neptune,7772169.655
normal,7771806.383
processtable,7772162.4
normal,7768305.935
httptunnel,7772169.652
mscan,7772163.718
normal,7771391.675
normal,7771701.047
normal,7772107.693
mscan,7772169.652
normal,7771445.491
neptune,7772169.657
normal,7770006.392
neptune,7772169.655
back,7717005.127
normal,7772042.025
guess_passwd,7772122.761
normal,7772108.985
normal,7771678.222
satan,7772169.668
warezmaster,7771911.413
neptune,7772169.656
neptune,7772169.654
satan,7772169.669
normal,7771723.357
normal,7772109.336
normal,7771730.564
normal,7765332.539
neptune,7772169.655
guess_passwd,7772122.763
normal,7771898.143
neptune,7772169.653
normal,7771430.811
normal,7771788.863
normal,7771069.09
normal,7771735.981
neptune,7772169.653
normal,7771750.549
warezmaster,7492576.208
smurf,7771151.777
guess_passwd,7772020.646
mscan,7772162.4
neptune,7772169.656
neptune,7772169.656
normal,7678886.165
neptune,7772169.654
normal,7772135.592
neptune,7772169.653
normal,7770533.578
normal,7771240.141
normal,7772118.053
neptune,7772169.655
portsweep,7772169.652
mscan,7772169.652
apache2,7772169.656
normal,7770872.129
normal,7772114.56
back,7717005.291
satan,7772168.501
mscan,7772028.166
satan,7772169.665
processtable,7772163.87
normal,7772104.999
neptune,7772169.655
neptune,7772169.653
guess_passwd,7772124.736
normal,7771730.726
normal,7769447.439
guess_passwd,7772124.737
normal,7770848.569
normal,7772116.707
normal,7772109.83
neptune,7772169.654
normal,7762170.7
normal,7771901.875
neptune,7772169.653
normal,7771261.046
normal,7771770.031
normal,7771481.881
normal,7772106.871
satan,7772169.659
normal,7771452.083
snmpguess,7772121.326
normal,7772121.308
neptune,7772169.656
back,7717005.292
normal,7772066.092
normal,7771576.929
neptune,7772169.653
guess_passwd,7772019.661
guess_passwd,7772122.762
neptune,7772169.654
normal,7694847.783
normal,7771049.923
processtable,7772169.1
neptune,7772169.653
processtable,7772162.401
normal,7746156.336
normal,7772112.092
neptune,7772169.657
normal,7771023.24
normal,7767692.764
normal,7771805.229
processtable,7772164.141
normal,7770533.742
neptune,7772169.657
saint,7772169.664
normal,7771618.316
normal,7771591.117
smurf,7771151.772
normal,7771675.94
normal,7771625.094
normal,7772105.061
neptune,7772169.653
normal,7771731.592
guess_passwd,7772104.299
neptune,7772169.656
normal,7771735.803
neptune,7772169.656
normal,7771825.788
snmpgetattack,7772066.092
processtable,7772163.911
neptune,7772169.653
normal,7771523.906
neptune,7772169.657
normal,7772107.528
saint,7772169.669
normal,7771738.254
normal,7769663.271
back,7717005.292
neptune,7772169.656
mailbomb,7769557.909
normal,7770949.085
neptune,7772169.653
normal,7771814.426
normal,7771040.429
neptune,7772169.653
normal,7771406.47
normal,7771313.525
mscan,7772163.718
normal,7772169.652
neptune,7772169.655
multihop,7772146.966
neptune,7772169.654
normal,7771900.589
mailbomb,7769557.908
normal,7772142.036
mscan,7772169.652
normal,7762898.502
normal,7771596.463
satan,7772169.666
normal,7732711.621
guess_passwd,7772126.709
normal,7771673.965
normal,7771867.437
normal,7770902.677
normal,7771834.797
smurf,7771151.775
normal,7771839.608
normal,7772155.973
normal,7766700.233
snmpgetattack,7772041.865
neptune,7772169.654
guess_passwd,7772021.295
apache2,7751275.963
neptune,7772169.655
normal,7772168.666
normal,7772120.157
normal,7770405.592
satan,7772169.669
nmap,7772169.651
mscan,7772169.651
processtable,7772163.873
normal,7771498.059
neptune,7772169.654
normal,7770016.065
normal,7770989.485
neptune,7772169.653
satan,7772169.668
normal,7770568.925
normal,7771549.477
normal,7771807.056
normal,7772108.656
neptune,7772169.656
httptunnel,7772169.652
guess_passwd,7772124.736
back,7717005.292
normal,7769903.957
normal,7771545.358
normal,7772169.652
normal,7772107.693
processtable,7772163.675
normal,7771776.957
normal,7771152.334
warezmaster,7492576.208
mscan,7772128.015
normal,7771860.355
neptune,7772169.658
satan,7772168.501
processtable,7772164.182
normal,7771809.532
back,7717005.291
normal,7772105.494
normal,7771303.392
normal,7771793.598
neptune,7772169.655
mscan,7772169.652
neptune,7772169.654
normal,7772168.501
saint,7772149.926
normal,7772113.568
neptune,7772169.652
normal,7772107.798
normal,7772134.144
neptune,7772169.653
processtable,7772163.856
neptune,7772169.655
back,7717005.291
smurf,7771151.797
normal,7771674.202
guess_passwd,7772019.657
neptune,7772169.653
snmpgetattack,7772041.864
normal,7771128.205
normal,7771930.471
mscan,7772154.834
snmpguess,7772123.299
smurf,7771151.776
smurf,7771175.449
ipsweep,7772161.762
apache2,7700607.005
normal,7771778.301
neptune,7772169.656
neptune,7772169.655
normal,7771412.156
normal,7771500.558
normal,7772150.566
warezmaster,7492576.208
satan,7772168.501
neptune,7772169.652
normal,7771716.769
guess_passwd,7772128.679
normal,7770736.049
portsweep,7772169.652
mailbomb,7769557.905
apache2,7772169.656
normal,7771921.098
warezmaster,7771913.384
neptune,7772169.653
normal,7771899.482
normal,7769413.608
normal,7772104.175
normal,7769805
normal,7771633.316
neptune,7772169.653
normal,7771829.409
normal,7771159.136
normal,7771708.274
guess_passwd,7772122.762
normal,7767912.361
neptune,7772169.656
satan,7772168.501
normal,7771853.354
normal,7771925.434
neptune,7772169.656
apache2,7712124.643
normal,7769967.785
normal,7770737.635
normal,7772108.022
normal,7766722.514
neptune,7772169.654
normal,7771735.823
normal,7771492.048
normal,7770650.629
normal,7771932.11
neptune,7772169.652
smurf,7771175.454
mscan,7772163.719
neptune,7772169.653
normal,7771802.925
normal,7772121.308
smurf,7771668.633
normal,7772168.667
normal,7771041.078
normal,7771403.508
normal,7767193.217
normal,7771871.065
snmpgetattack,7772041.861
normal,7770052.899
smurf,7771175.446
normal,7771837.329
normal,7771519.456
normal,7771801.128
smurf,7771175.444
normal,7771794.737
apache2,7716443.821
neptune,7772169.657
warezmaster,7772157.817
normal,7771583.798
guess_passwd,7772021.631
guess_passwd,7772118.133
neptune,7772169.655
snmpguess,7772124.285
smurf,7771656.799
httptunnel,7772169.652
normal,7771533.685
apache2,7716443.699
normal,7772168.666
normal,7772107.304
normal,7771996.616
neptune,7772169.655
normal,7771733.415
portsweep,7772169.652
mailbomb,7769557.908
neptune,7772169.656
normal,7771757.089
apache2,7772169.658
neptune,7772169.655
normal,7771468.813
neptune,7772169.652
normal,7771830.917
snmpgetattack,7772042.026
smurf,7771656.769
neptune,7772169.656
neptune,7772169.653
guess_passwd,7772122.761
neptune,7772169.655
normal,7770517.253
nmap,7772169.651
back,7717005.292
normal,7771752.961
back,7717005.291
normal,7771804.251
neptune,7772169.657
normal,7771556.988
warezmaster,7772157.817
neptune,7772169.656
processtable,7772162.401
guess_passwd,7772020.643
normal,7772119.007
neptune,7772169.653
neptune,7772169.652
processtable,7772163.747
neptune,7772169.655
guess_passwd,7772022.617
normal,7760171.966
apache2,7716443.821
normal,7771774.859
neptune,7772169.653
guess_passwd,7772018.671
neptune,7772169.653
normal,7771626.596
neptune,7772169.656
normal,7772105.226
saint,7772149.927
guess_passwd,7772126.708
apache2,7772169.658
satan,7772169.667
normal,7772168.666
neptune,7772169.655
ipsweep,7772151.903
normal,7771066.397
normal,7769565.419
neptune,7772169.656
mscan,7772169.652
normal,7771694.058
normal,7771212.307
normal,7771566.088
normal,7768325.8
mscan,7772169.65
warezmaster,7771910.097
normal,7771486.929
normal,7771125.459
normal,7770347.957
guess_passwd,7772124.737
guess_passwd,7772118.132
normal,7771890.051
normal,7771726.817
normal,7771838.77
neptune,7772169.656
neptune,7772169.657
normal,7771039.246
normal,7771761.922
guess_passwd,7772122.762
satan,7772168.502
normal,7711716.592
normal,7772168.666
normal,7770506.403
normal,7771664.9
normal,7772108.514
processtable,7772163.654
normal,7771122.535
processtable,7772169.079
normal,7772138.089
normal,7771585.233
neptune,7772169.654
smurf,7771668.608
pod,7770709.897
snmpguess,7772116.704
apache2,7715773.092
neptune,7772169.655
normal,7771407.292
satan,7772169.666
normal,7771473.109
smurf,7771151.804
normal,7771710.532
normal,7771609.139
normal,7771873.122
guess_passwd,7772128.682
neptune,7772169.653
normal,7772113.15
neptune,7772169.653
normal,7772114.887
mscan,7772169.652
warezmaster,7492576.208
neptune,7772169.653
normal,7772056.225
normal,7771679.772
normal,7755790.655
neptune,7772169.655
normal,7771941.104
neptune,7772169.655
satan,7772169.662
normal,7771787.665
normal,7768897.429
satan,7772169.666
neptune,7772169.655
neptune,7772169.654
satan,7772168.51
normal,7772134.144
neptune,7772169.654
portsweep,7772169.652
normal,7771532.604
normal,7772168.68
normal,7772105.226
normal,7772109.174
normal,7771929.413
pod,7770709.897
smurf,7771151.777
ipsweep,7772161.762
mscan,7772169.652
normal,7771982.25
normal,7771553.941
normal,7771629.18
smurf,7771151.772
snmpgetattack,7772042.029
normal,7771365.891
normal,7769328.068
saint,7772169.667
normal,7772104.01
normal,7772140.063
named,7634604.216
neptune,7772169.657
normal,7771101.488
mailbomb,7769557.908
back,7717005.29
normal,7771658.797
normal,7771900.088
normal,7771355.945
normal,7771732.741
normal,7771186.71
guess_passwd,7772017.684
normal,7771239.829
neptune,7772169.653
smurf,7771175.45
mscan,7772169.652
normal,7772106.687
mscan,7772167.18
normal,7771778.597
normal,7772105.002
warezmaster,7771912.4
back,7717172.585
normal,7771763.359
normal,7771239.945
warezmaster,7492576.208
normal,7772121.308
neptune,7772169.656
normal,7770482.259
processtable,7772163.776
neptune,7772169.655
normal,7772119.007
normal,7771556.224
satan,7772168.501
neptune,7772169.656
normal,7772109.609
warezmaster,7492576.208
apache2,7772169.656
normal,7772158.802
normal,7771023.131
normal,7771477.171
neptune,7772169.653
neptune,7772169.656
normal,7772119.007
normal,7770714.043
neptune,7772169.653
neptune,7772169.657
normal,7771504.386
normal,7769717.077
normal,7771699.195
normal,7767014.377
apache2,7711513.241
normal,7771593.496
smurf,7771175.471
satan,7772169.669
normal,7772155.809
warezmaster,7772157.817
normal,7770462.039
normal,7764223.244
normal,7770890.839
guess_passwd,7772122.763
normal,7771184.249
apache2,7715004.102
saint,7772169.652
normal,7771830.73
neptune,7772169.653
normal,7771328.548
neptune,7772169.655
normal,7770728.06
processtable,7772163.884
normal,7766321.8
normal,7771779.215
processtable,7772163.652
neptune,7772169.657
processtable,7772162.4
normal,7732711.621
processtable,7772164.197
normal,7771792.677
warezmaster,7772157.817
mscan,7772169.652
normal,7771802.221
normal,7764247.005
normal,7771830.727
normal,7771667.71
neptune,7772169.653
neptune,7772169.653
normal,7771885.42
normal,7771980.277
normal,7771254.927
neptune,7772169.657
normal,7771759.064
normal,7771771.46
neptune,7772169.655
neptune,7772169.653
normal,7771916.872
normal,7771140.941
snmpgetattack,7772042.029
normal,7770317.85
normal,7769813.277
processtable,7772162.401
warezmaster,7772157.817
normal,7772109.008
normal,7772117.856
warezmaster,7771909.111
neptune,7772169.657
normal,7771465.714
normal,7771911.101
neptune,7772169.655
processtable,7772162.401
apache2,7752439.732
normal,7770702.401
normal,7770453.554
warezmaster,7771911.082
normal,7769877.921
normal,7772117.854
apache2,7713564.37
normal,7772121.311
guess_passwd,7772019.661
neptune,7772169.657
neptune,7772169.656
mailbomb,7769557.907
neptune,7772169.653
neptune,7772169.652
satan,7772169.667
warezmaster,7771911.084
neptune,7772169.656
back,7717005.292
neptune,7772169.657
normal,7772041.865
apache2,7712124.631
normal,7767113.139
normal,7771920.488
mscan,7772169.652
normal,7772107.016
processtable,7772169.021
normal,7770086.638
neptune,7772169.653
normal,7771700.314
neptune,7772169.655
normal,7772104.835
guess_passwd,7772124.735
apache2,7697313.705
neptune,7772169.656
neptune,7772169.654
normal,7771527.503
mscan,7772162.4
neptune,7772169.653
normal,7771980.277
normal,7770574.031
normal,7771842.408
neptune,7772169.658
neptune,7772169.656
neptune,7772169.655
warezmaster,7492576.208
normal,7772107.177
apache2,7772169.657
normal,7771795.023
satan,7772169.665
processtable,7772163.824
processtable,7772168.126
neptune,7772169.654
neptune,7772169.656
normal,7771764.822
normal,7771641.087
saint,7772149.926
neptune,7772169.653
normal,7771169.488
ipsweep,7772151.899
sendmail,7767640.341
normal,7763363.695
normal,7771441.745
neptune,7772169.655
warezmaster,7771911.083
neptune,7772169.653
normal,7770152.635
neptune,7772169.652
normal,7771579.081
normal,7771206.308
neptune,7772169.653
normal,7771847.491
snmpgetattack,7772042.029
satan,7772169.669
normal,7771642.473
neptune,7772169.657
satan,7772168.501
normal,7762234.59
neptune,7772169.657
snmpguess,7772127.244
normal,7770883.901
buffer_overflow,7768893.623
satan,7772168.666
guess_passwd,7772122.764
guess_passwd,7772118.132
normal,7771614.822
snmpgetattack,7772008.085
normal,7771850.672
normal,7772119.006
normal,7772114.577
normal,7769793.988
normal,7771411.402
apache2,7714353.097
smurf,7771175.451
normal,7771927.712
snmpguess,7772117.855
saint,7772149.926
apache2,7713564.354
normal,7772112.462
neptune,7772169.655
neptune,7772169.653
snmpgetattack,7772066.092
normal,7770601.171
normal,7771829.091
neptune,7772169.656
processtable,7772169.112
neptune,7772169.653
smurf,7771151.803
normal,7772120.159
normal,7772042.194
normal,7772102.53
neptune,7772169.653
normal,7771737.165
normal,7772041.865
apache2,7712933.093
smurf,7771151.772
neptune,7772169.654
normal,7771829.526
normal,7771636.884
guess_passwd,7772023.603
normal,7771668.553
neptune,7772169.657
smurf,7771175.444
buffer_overflow,7763672.739
nmap,7772169.651
normal,7771215.655
normal,7771441.745
neptune,7772169.655
satan,7772168.502
smurf,7771151.773
neptune,7772169.655
neptune,7772169.655
normal,7771604.966
normal,7771799.518
normal,7750912.145
smurf,7771668.606
neptune,7772169.655
neptune,7772169.653
processtable,7772162.401
mscan,7772169.651
normal,7771103.352
warezmaster,7492576.208
normal,7759364.505
neptune,7772169.653
normal,7771755.211
neptune,7772169.653
guess_passwd,7772023.602
normal,7769736.612
smurf,7771151.803
normal,7768639.763
back,7717005.292
processtable,7772163.936
neptune,7772169.656
satan,7772169.663
smurf,7771175.468
saint,7772169.662
normal,7771854.231
normal,7771934.8
normal,7772104.67
nmap,7772169.653
back,7717005.291
neptune,7772169.654
normal,7772119.006
neptune,7772169.653
neptune,7772169.656
processtable,7772168.654
normal,7772119.009
mscan,7772169.652
neptune,7772169.655
neptune,7772169.653
neptune,7772169.653
back,7717005.292
smurf,7771151.798
normal,7772109.994
normal,7772141.048
normal,7770985.651
mscan,7772162.4
smurf,7771151.804
snmpguess,7772125.271
normal,7771481.46
normal,7771691.371
normal,7769417.248
warezmaster,7771911.083
smurf,7771151.802
neptune,7772169.655
normal,7772117.199
normal,7771514.722
normal,7772119.007
normal,7771686.996
normal,7771536.654
mscan,7772147.073
nmap,7772169.651
normal,7772089.76
normal,7771608.615
normal,7771789.77
processtable,7772162.401
smurf,7771175.457
normal,7771518.877
apache2,7713564.355
normal,7771898.151
neptune,7772169.656
neptune,7772169.654
neptune,7772169.657
mailbomb,7769557.907
satan,7772168.511
neptune,7772169.653
back,7717005.292
normal,7771947.583
normal,7771816.276
normal,7771706.298
normal,7772119.013
normal,7772103.192
normal,7771718.551
neptune,7772169.653
guess_passwd,7772020.648
smurf,7771151.769
ipsweep,7772151.899
mscan,7772162.4
guess_passwd,7772104.299
normal,7770811.939
sendmail,7772155.172
neptune,7772169.654
neptune,7772169.656
mailbomb,7769557.906
neptune,7772169.653
normal,7772107.196
normal,7771610.293
neptune,7772169.657
neptune,7772169.655
normal,7771106.863
satan,7772168.502
httptunnel,7772169.652
normal,7772102.202
normal,7730192.921
mscan,7772169.652
apache2,7700607.005
normal,7771830.544
normal,7771817.083
normal,7770773.324
smurf,7771151.77
normal,7772111.434
normal,7769988.425
neptune,7772169.653
normal,7771575.647
normal,7771797.24
warezmaster,7771913.057
normal,7771313.524
normal,7772106.706
normal,7771657.688
normal,7771597.509
normal,7771873.301
warezmaster,7492576.207
normal,7771218.899
apache2,7772169.657
mscan,7772169.652
warezmaster,7771913.386
neptune,7772169.653
neptune,7772169.654
normal,7772104.176
normal,7771936.482
normal,7770355.331
normal,7771662.626
mailbomb,7769557.905
apache2,7772169.656
apache2,7710684.769
warezmaster,7771916.674
snmpgetattack,7772041.865
normal,7772108.843
neptune,7772169.655
neptune,7772169.653
normal,7771082.25
normal,7772066.088
neptune,7772169.656
neptune,7772169.654
normal,7772008.085
normal,7771855.014
mailbomb,7769557.906
apache2,7696288.21
mscan,7772169.652
normal,7771831.428
normal,7771025.266
normal,7771887.711
satan,7772168.501
neptune,7772169.654
normal,7772109.338
normal,7771313.525
smurf,7771151.769
nmap,7772169.652
neptune,7772169.655
normal,7772142.306
normal,7768968.726
normal,7771552.395
warezmaster,7492576.207
saint,7772168.501
processtable,7772163.634
neptune,7772169.653
warezmaster,7492576.208
mscan,7772169.652
normal,7772120.159
satan,7772168.501
neptune,7772169.656
mscan,7772169.651
ipsweep,7772151.899
normal,7770291.91
smurf,7771175.46
portsweep,7772169.652
processtable,7772169.057
mailbomb,7769557.907
apache2,7772169.656
neptune,7772169.652
normal,7771459.949
neptune,7772169.653
back,7717005.291
normal,7771823.828
normal,7771829.262
apache2,7772169.656
neptune,7772169.657
neptune,7772169.654
normal,7771456.233
normal,7770783.924
normal,7772066.091
normal,7771270.311
neptune,7772169.653
processtable,7772163.651
smurf,7771151.772
satan,7772168.501
normal,7770477.799
neptune,7772169.656
normal,7771848.164
normal,7771276.761
normal,7732232.336
snmpgetattack,7772042.03
processtable,7772162.4
neptune,7772169.653
neptune,7772169.655
normal,7771562.209
normal,7771788.079
neptune,7772169.657
warezmaster,7771908.782
normal,7772164.38
neptune,7772169.655
back,7740008.041
normal,7771787.554
normal,7769818.263
normal,7772042.194
normal,7771759.351
neptune,7772169.653
warezmaster,7771913.056
warezmaster,7771917.66
normal,7771407.909
normal,7767387.179
smurf,7771151.772
guess_passwd,7772126.709
normal,7771793.496
neptune,7772169.656
normal,7772142.036
normal,7771594.216
neptune,7772169.655
neptune,7772169.652
neptune,7772169.653
neptune,7772169.656
normal,7770841.957
httptunnel,7772169.652
warezmaster,7771913.715
normal,7771848.656
neptune,7772169.656
neptune,7772169.653
normal,7771928.002
back,7717005.292
mailbomb,7769557.909
nmap,7772169.652
neptune,7772169.657
normal,7772168.501
normal,7771650.35
httptunnel,7771830.684
guess_passwd,7772124.736
normal,7772140.99
normal,7771907.669
back,7717172.585
neptune,7772169.656
mscan,7772163.718
smurf,7771175.445
normal,7772106.211
guess_passwd,7772128.679
mscan,7772169.651
normal,7770754.88
guess_passwd,7772122.764
normal,7771136.691
neptune,7772169.653
neptune,7772169.657
normal,7765086.154
normal,7771713.546
normal,7763552.276
neptune,7772169.653
normal,7768990.139
apache2,7728553.689
httptunnel,7772169.652
portsweep,7772169.652
normal,7756322.683
normal,7772102.697
satan,7772169.662
smurf,7771656.768
neptune,7772169.656
neptune,7772169.653
normal,7771384.07
mscan,7772169.652
normal,7771339.396
neptune,7772169.657
normal,7771770.564
normal,7771791.89
normal,7771701.305
normal,7768068.658
httptunnel,7771906.304
normal,7769075.662
processtable,7772163.752
guess_passwd,7772126.71
normal,7771877.546
normal,7772110.325
saint,7772149.931
normal,7771480.05
mailbomb,7769557.905
mscan,7772169.652
neptune,7772169.657
normal,7771611.006
normal,7771611.93
neptune,7772169.656
neptune,7772169.658
snmpguess,7772125.271
neptune,7772169.653
neptune,7772169.655
guess_passwd,7772126.706
pod,7770709.897
normal,7771762.661
normal,7771808.701
neptune,7772169.653
normal,7771699.16
smurf,7771175.455
normal,7771530.051
neptune,7772169.653
neptune,7772169.653
normal,7771762.573
guess_passwd,7772122.761
warezmaster,7771915.359
satan,7772169.662
neptune,7772169.655
neptune,7772169.653
mscan,7772163.717
processtable,7772163.835
normal,7771828.584
neptune,7772169.652
warezmaster,7772157.817
mscan,7772169.651
neptune,7772169.653
processtable,7772163.639
snmpgetattack,7772041.861
mscan,7772169.651
satan,7772168.514
mscan,7772162.4
portsweep,7772169.652
snmpguess,7772121.326
normal,7772116.705
normal,7771398.907
normal,7770273.434
normal,7772111.924
normal,7770783.78
normal,7754074.876
apache2,7711513.245
normal,7771218.079
neptune,7772169.653
saint,7772169.654
smurf,7771151.78
neptune,7772169.654
apache2,7716443.84
normal,7772042.029
normal,7766707.715
normal,7767481.695
neptune,7772169.657
satan,7772168.502
normal,7772168.666
satan,7772169.669
normal,7771640.58
processtable,7772162.402
neptune,7772169.655
neptune,7772169.653
normal,7772168.667
normal,7771700.636
neptune,7772169.655
apache2,7772093.11
neptune,7772169.657
httptunnel,7772169.652
neptune,7772169.656
normal,7771845.736
normal,7733427.59
neptune,7772169.656
normal,7771717.629
normal,7771831.549
satan,7772169.668
normal,7769310.953
smurf,7771151.801
normal,7771767.072
normal,7772160.775
normal,7771692.745
apache2,7772169.656
neptune,7772169.656
normal,7772102.035
normal,7771263.292
snmpguess,7772128.23
neptune,7772169.656
guess_passwd,7772122.764
normal,7771600.097
mscan,7772162.4
normal,7772066.092
normal,7771767.045
neptune,7772169.653
normal,7769910.905
warezmaster,7772157.816
guess_passwd,7772127.692
normal,7770248.69
satan,7772168.501
neptune,7772169.657
mailbomb,7769557.908
snmpguess,7772121.344
normal,7771774.502
neptune,7772169.657
ipsweep,7772151.899
neptune,7772169.656
normal,7732711.621
neptune,7772169.655
neptune,7772169.656
satan,7772168.502
normal,7771846.509
guess_passwd,7772124.737
neptune,7772169.655
neptune,7772169.653
satan,7772168.501
smurf,7771175.444
processtable,7772162.401
normal,7771720.221
guess_passwd,7772122.765
snmpguess,7772127.244
normal,7771094.532
normal,7768314.138
guess_passwd,7772104.299
normal,7769344.674
normal,7771938.743
normal,7771048.883
snmpguess,7772123.299
normal,7769170.254
warezmaster,7771913.386
normal,7771808.515
mscan,7772169.652
processtable,7772169.058
normal,7769896.738
normal,7772118.382
normal,7772119.009
guess_passwd,7772122.763
processtable,7772169.003
normal,7771805.896
normal,7772105.327
neptune,7772169.657
httptunnel,7772169.652
normal,7756511.217
ipsweep,7772151.899
snmpgetattack,7772041.864
processtable,7772162.401
normal,7771279.886
normal,7770771.361
normal,7769334.37
mailbomb,7769557.909
mscan,7772094.611
mscan,7772169.652
normal,7771851.368
apache2,7772169.656
neptune,7772169.657
snmpguess,7772123.299
neptune,7772169.653
normal,7772119.011
normal,7771371.781
normal,7771803.284
satan,7772168.666
normal,7481547.35
mscan,7772163.719
neptune,7772169.653
